Year;Date;Home_Team;Away_Team;Home_Score;Away_Score;Shootout;Tournament;City;Country;Neutral_Venue;WinningTeam;first_shooter;Losing_Team
2000;26/10/2000;South Korea;Saudi Arabia;1.0;2.0;FALSE;AFC Asian Cup;Beirut;Lebanon;TRUE;Saudi Arabia;;South Korea
2000;29/10/2000;China PR;South Korea;0.0;1.0;FALSE;AFC Asian Cup;Beirut;Lebanon;TRUE;South Korea;;China PR
2000;29/10/2000;Japan;Saudi Arabia;1.0;0.0;FALSE;AFC Asian Cup;Beirut;Lebanon;TRUE;Japan;;Saudi Arabia
2004;17/07/2004;China PR;Bahrain;2.0;2.0;FALSE;AFC Asian Cup;Beijing;China PR;FALSE;Draw;;Draw
2004;18/07/2004;Iraq;Uzbekistan;0.0;1.0;FALSE;AFC Asian Cup;Chengdu;China PR;TRUE;Uzbekistan;;Iraq
2004;18/07/2004;Qatar;Indonesia;1.0;2.0;FALSE;AFC Asian Cup;Beijing;China PR;TRUE;Indonesia;;Qatar
2004;18/07/2004;Saudi Arabia;Turkmenistan;2.0;2.0;FALSE;AFC Asian Cup;Chengdu;China PR;TRUE;Draw;;Draw
2004;19/07/2004;South Korea;Jordan;0.0;0.0;FALSE;AFC Asian Cup;Jinan;China PR;TRUE;Draw;;Draw
2004;19/07/2004;Kuwait;United Arab Emirates;3.0;1.0;FALSE;AFC Asian Cup;Jinan;China PR;TRUE;Kuwait;;United Arab Emirates
2004;20/07/2004;Iran;Thailand;3.0;0.0;FALSE;AFC Asian Cup;Chongqing;China PR;TRUE;Iran;;Thailand
2004;20/07/2004;Japan;Oman;1.0;0.0;FALSE;AFC Asian Cup;Chongqing;China PR;TRUE;Japan;;Oman
2004;21/07/2004;Bahrain;Qatar;1.0;1.0;FALSE;AFC Asian Cup;Beijing;China PR;TRUE;Draw;;Draw
2004;21/07/2004;China PR;Indonesia;5.0;0.0;FALSE;AFC Asian Cup;Beijing;China PR;FALSE;China PR;;Indonesia
2004;22/07/2004;Turkmenistan;Iraq;2.0;3.0;FALSE;AFC Asian Cup;Chengdu;China PR;TRUE;Iraq;;Turkmenistan
2004;22/07/2004;Uzbekistan;Saudi Arabia;1.0;0.0;FALSE;AFC Asian Cup;Chengdu;China PR;TRUE;Uzbekistan;;Saudi Arabia
2004;23/07/2004;Jordan;Kuwait;2.0;0.0;FALSE;AFC Asian Cup;Jinan;China PR;TRUE;Jordan;;Kuwait
2004;23/07/2004;United Arab Emirates;South Korea;0.0;2.0;FALSE;AFC Asian Cup;Jinan;China PR;TRUE;South Korea;;United Arab Emirates
2004;24/07/2004;Oman;Iran;2.0;2.0;FALSE;AFC Asian Cup;Chongqing;China PR;TRUE;Draw;;Draw
2004;24/07/2004;Thailand;Japan;1.0;4.0;FALSE;AFC Asian Cup;Chongqing;China PR;TRUE;Japan;;Thailand
2004;25/07/2004;Bahrain;Indonesia;3.0;1.0;FALSE;AFC Asian Cup;Jinan;China PR;TRUE;Bahrain;;Indonesia
2004;25/07/2004;China PR;Qatar;1.0;0.0;FALSE;AFC Asian Cup;Beijing;China PR;FALSE;China PR;;Qatar
2004;26/07/2004;Saudi Arabia;Iraq;1.0;2.0;FALSE;AFC Asian Cup;Chengdu;China PR;TRUE;Iraq;;Saudi Arabia
2004;26/07/2004;Turkmenistan;Uzbekistan;0.0;1.0;FALSE;AFC Asian Cup;Chongqing;China PR;TRUE;Uzbekistan;;Turkmenistan
2004;27/07/2004;Jordan;United Arab Emirates;0.0;0.0;FALSE;AFC Asian Cup;Beijing;China PR;TRUE;Draw;;Draw
2004;27/07/2004;South Korea;Kuwait;4.0;0.0;FALSE;AFC Asian Cup;Jinan;China PR;TRUE;South Korea;;Kuwait
2004;28/07/2004;Japan;Iran;0.0;0.0;FALSE;AFC Asian Cup;Chongqing;China PR;TRUE;Draw;;Draw
2004;28/07/2004;Oman;Thailand;2.0;0.0;FALSE;AFC Asian Cup;Chengdu;China PR;TRUE;Oman;;Thailand
2004;30/07/2004;China PR;Iraq;3.0;0.0;FALSE;AFC Asian Cup;Beijing;China PR;FALSE;China PR;;Iraq
2004;30/07/2004;Uzbekistan;Bahrain;2.0;2.0;TRUE;AFC Asian Cup;Chengdu;China PR;TRUE;Bahrain;;Uzbekistan
2004;31/07/2004;Japan;Jordan;1.0;1.0;TRUE;AFC Asian Cup;Chongqing;China PR;TRUE;Japan;;Jordan
2004;31/07/2004;South Korea;Iran;3.0;4.0;FALSE;AFC Asian Cup;Jinan;China PR;TRUE;Iran;;South Korea
2004;03/08/2004;Bahrain;Japan;3.0;4.0;FALSE;AFC Asian Cup;Jinan;China PR;TRUE;Japan;;Bahrain
2004;03/08/2004;China PR;Iran;1.0;1.0;TRUE;AFC Asian Cup;Beijing;China PR;FALSE;China PR;;Iran
2004;06/08/2004;Iran;Bahrain;4.0;2.0;FALSE;AFC Asian Cup;Beijing;China PR;TRUE;Iran;;Bahrain
2004;07/08/2004;China PR;Japan;1.0;3.0;FALSE;AFC Asian Cup;Beijing;China PR;FALSE;Japan;;China PR
2007;07/07/2007;Thailand;Iraq;1.0;1.0;FALSE;AFC Asian Cup;Bangkok;Thailand;FALSE;Draw;;Draw
2007;08/07/2007;Australia;Oman;1.0;1.0;FALSE;AFC Asian Cup;Bangkok;Thailand;TRUE;Draw;;Draw
2007;08/07/2007;Vietnam;United Arab Emirates;2.0;0.0;FALSE;AFC Asian Cup;Hanoi;Vietnam;FALSE;Vietnam;;United Arab Emirates
2007;09/07/2007;Japan;Qatar;1.0;1.0;FALSE;AFC Asian Cup;Hanoi;Vietnam;TRUE;Draw;;Draw
2007;10/07/2007;Indonesia;Bahrain;2.0;1.0;FALSE;AFC Asian Cup;Jakarta;Indonesia;FALSE;Indonesia;;Bahrain
2007;10/07/2007;Malaysia;China PR;1.0;5.0;FALSE;AFC Asian Cup;Kuala Lumpur;Malaysia;FALSE;China PR;;Malaysia
2007;11/07/2007;Iran;Uzbekistan;2.0;1.0;FALSE;AFC Asian Cup;Kuala Lumpur;Malaysia;TRUE;Iran;;Uzbekistan
2007;11/07/2007;South Korea;Saudi Arabia;1.0;1.0;FALSE;AFC Asian Cup;Jakarta;Indonesia;TRUE;Draw;;Draw
2007;12/07/2007;Thailand;Oman;2.0;0.0;FALSE;AFC Asian Cup;Bangkok;Thailand;FALSE;Thailand;;Oman
2007;12/07/2007;Vietnam;Qatar;1.0;1.0;FALSE;AFC Asian Cup;Hanoi;Vietnam;FALSE;Draw;;Draw
2007;13/07/2007;Iraq;Australia;3.0;1.0;FALSE;AFC Asian Cup;Bangkok;Thailand;TRUE;Iraq;;Australia
2007;13/07/2007;United Arab Emirates;Japan;1.0;3.0;FALSE;AFC Asian Cup;Hanoi;Vietnam;TRUE;Japan;;United Arab Emirates
2007;14/07/2007;Indonesia;Saudi Arabia;1.0;2.0;FALSE;AFC Asian Cup;Jakarta;Indonesia;FALSE;Saudi Arabia;;Indonesia
2007;14/07/2007;Malaysia;Uzbekistan;0.0;5.0;FALSE;AFC Asian Cup;Kuala Lumpur;Malaysia;FALSE;Uzbekistan;;Malaysia
2007;15/07/2007;Bahrain;South Korea;2.0;1.0;FALSE;AFC Asian Cup;Jakarta;Indonesia;TRUE;Bahrain;;South Korea
2007;15/07/2007;China PR;Iran;2.0;2.0;FALSE;AFC Asian Cup;Kuala Lumpur;Malaysia;TRUE;Draw;;Draw
2007;16/07/2007;Oman;Iraq;0.0;0.0;FALSE;AFC Asian Cup;Bangkok;Thailand;TRUE;Draw;;Draw
2007;16/07/2007;Qatar;United Arab Emirates;1.0;2.0;FALSE;AFC Asian Cup;Ho Chi Minh City;Vietnam;TRUE;United Arab Emirates;;Qatar
2007;16/07/2007;Thailand;Australia;0.0;4.0;FALSE;AFC Asian Cup;Bangkok;Thailand;FALSE;Australia;;Thailand
2007;16/07/2007;Vietnam;Japan;1.0;4.0;FALSE;AFC Asian Cup;Hanoi;Vietnam;FALSE;Japan;;Vietnam
2007;18/07/2007;Indonesia;South Korea;0.0;1.0;FALSE;AFC Asian Cup;Jakarta;Indonesia;FALSE;South Korea;;Indonesia
2007;18/07/2007;Malaysia;Iran;0.0;2.0;FALSE;AFC Asian Cup;Kuala Lumpur;Malaysia;FALSE;Iran;;Malaysia
2007;18/07/2007;Saudi Arabia;Bahrain;4.0;0.0;FALSE;AFC Asian Cup;Palembang;Indonesia;TRUE;Saudi Arabia;;Bahrain
2007;18/07/2007;Uzbekistan;China PR;3.0;0.0;FALSE;AFC Asian Cup;Shah Alam;Malaysia;TRUE;Uzbekistan;;China PR
2007;21/07/2007;Iraq;Vietnam;2.0;0.0;FALSE;AFC Asian Cup;Bangkok;Thailand;TRUE;Iraq;;Vietnam
2007;21/07/2007;Japan;Australia;1.0;1.0;TRUE;AFC Asian Cup;Hanoi;Vietnam;TRUE;Japan;;Australia
2007;22/07/2007;Iran;South Korea;0.0;0.0;TRUE;AFC Asian Cup;Kuala Lumpur;Malaysia;TRUE;South Korea;;Iran
2007;22/07/2007;Saudi Arabia;Uzbekistan;2.0;1.0;FALSE;AFC Asian Cup;Jakarta;Indonesia;TRUE;Saudi Arabia;;Uzbekistan
2007;25/07/2007;Iraq;South Korea;0.0;0.0;TRUE;AFC Asian Cup;Kuala Lumpur;Malaysia;TRUE;Iraq;;South Korea
2007;25/07/2007;Japan;Saudi Arabia;2.0;3.0;FALSE;AFC Asian Cup;Hanoi;Vietnam;TRUE;Saudi Arabia;;Japan
2007;28/07/2007;South Korea;Japan;0.0;0.0;TRUE;AFC Asian Cup;Palembang;Indonesia;TRUE;South Korea;;Japan
2007;29/07/2007;Iraq;Saudi Arabia;1.0;0.0;FALSE;AFC Asian Cup;Jakarta;Indonesia;TRUE;Iraq;;Saudi Arabia
2011;07/01/2011;Qatar;Uzbekistan;0.0;2.0;FALSE;AFC Asian Cup;Doha;Qatar;FALSE;Uzbekistan;;Qatar
2011;08/01/2011;Kuwait;China PR;0.0;2.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;China PR;;Kuwait
2011;09/01/2011;Japan;Jordan;1.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Draw;;Draw
2011;09/01/2011;Saudi Arabia;Syria;1.0;2.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Syria;;Saudi Arabia
2011;10/01/2011;India;Australia;0.0;4.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Australia;;India
2011;10/01/2011;South Korea;Bahrain;2.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;South Korea;;Bahrain
2011;11/01/2011;Iraq;Iran;1.0;2.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Iran;;Iraq
2011;11/01/2011;North Korea;United Arab Emirates;0.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Draw;;Draw
2011;12/01/2011;Qatar;China PR;2.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;FALSE;Qatar;;China PR
2011;12/01/2011;Uzbekistan;Kuwait;2.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Uzbekistan;;Kuwait
2011;13/01/2011;Jordan;Saudi Arabia;1.0;0.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Jordan;;Saudi Arabia
2011;13/01/2011;Syria;Japan;1.0;2.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Japan;;Syria
2011;14/01/2011;Australia;South Korea;1.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Draw;;Draw
2011;14/01/2011;Bahrain;India;5.0;2.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Bahrain;;India
2011;15/01/2011;Iran;North Korea;1.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Iran;;North Korea
2011;15/01/2011;United Arab Emirates;Iraq;0.0;1.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Iraq;;United Arab Emirates
2011;16/01/2011;China PR;Uzbekistan;2.0;2.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Draw;;Draw
2011;16/01/2011;Qatar;Kuwait;3.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;FALSE;Qatar;;Kuwait
2011;17/01/2011;Jordan;Syria;2.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Jordan;;Syria
2011;17/01/2011;Saudi Arabia;Japan;0.0;5.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Japan;;Saudi Arabia
2011;18/01/2011;Australia;Bahrain;1.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Australia;;Bahrain
2011;18/01/2011;South Korea;India;4.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;South Korea;;India
2011;19/01/2011;Iraq;North Korea;1.0;0.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Iraq;;North Korea
2011;19/01/2011;United Arab Emirates;Iran;0.0;3.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Iran;;United Arab Emirates
2011;21/01/2011;Qatar;Japan;2.0;3.0;FALSE;AFC Asian Cup;Doha;Qatar;FALSE;Japan;;Qatar
2011;21/01/2011;Uzbekistan;Jordan;2.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Uzbekistan;;Jordan
2011;22/01/2011;Australia;Iraq;1.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Australia;;Iraq
2011;22/01/2011;Iran;South Korea;0.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;South Korea;;Iran
2011;25/01/2011;Japan;South Korea;2.0;2.0;TRUE;AFC Asian Cup;Doha;Qatar;TRUE;Japan;;South Korea
2011;25/01/2011;Uzbekistan;Australia;0.0;6.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Australia;;Uzbekistan
2011;28/01/2011;Uzbekistan;South Korea;2.0;3.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;South Korea;;Uzbekistan
2011;29/01/2011;Australia;Japan;0.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Japan;;Australia
2015;09/01/2015;Australia;Kuwait;4.0;1.0;FALSE;AFC Asian Cup;Melbourne;Australia;FALSE;Australia;;Kuwait
2015;10/01/2015;South Korea;Oman;1.0;0.0;FALSE;AFC Asian Cup;Canberra;Australia;TRUE;South Korea;;Oman
2015;10/01/2015;Saudi Arabia;China PR;0.0;1.0;FALSE;AFC Asian Cup;Brisbane;Australia;TRUE;China PR;;Saudi Arabia
2015;10/01/2015;Uzbekistan;North Korea;1.0;0.0;FALSE;AFC Asian Cup;Sydney;Australia;TRUE;Uzbekistan;;North Korea
2015;11/01/2015;Iran;Bahrain;2.0;0.0;FALSE;AFC Asian Cup;Melbourne;Australia;TRUE;Iran;;Bahrain
2015;11/01/2015;United Arab Emirates;Qatar;4.0;1.0;FALSE;AFC Asian Cup;Canberra;Australia;TRUE;United Arab Emirates;;Qatar
2015;12/01/2015;Japan;Palestine;4.0;0.0;FALSE;AFC Asian Cup;Newcastle;Australia;TRUE;Japan;;Palestine
2015;12/01/2015;Jordan;Iraq;0.0;1.0;FALSE;AFC Asian Cup;Brisbane;Australia;TRUE;Iraq;;Jordan
2015;13/01/2015;Australia;Oman;4.0;0.0;FALSE;AFC Asian Cup;Sydney;Australia;FALSE;Australia;;Oman
2015;13/01/2015;Kuwait;South Korea;0.0;1.0;FALSE;AFC Asian Cup;Canberra;Australia;TRUE;South Korea;;Kuwait
2015;14/01/2015;China PR;Uzbekistan;2.0;1.0;FALSE;AFC Asian Cup;Brisbane;Australia;TRUE;China PR;;Uzbekistan
2015;14/01/2015;North Korea;Saudi Arabia;1.0;4.0;FALSE;AFC Asian Cup;Melbourne;Australia;TRUE;Saudi Arabia;;North Korea
2015;15/01/2015;Bahrain;United Arab Emirates;1.0;2.0;FALSE;AFC Asian Cup;Canberra;Australia;TRUE;United Arab Emirates;;Bahrain
2015;15/01/2015;Qatar;Iran;0.0;1.0;FALSE;AFC Asian Cup;Sydney;Australia;TRUE;Iran;;Qatar
2015;16/01/2015;Iraq;Japan;0.0;1.0;FALSE;AFC Asian Cup;Brisbane;Australia;TRUE;Japan;;Iraq
2015;16/01/2015;Palestine;Jordan;1.0;5.0;FALSE;AFC Asian Cup;Melbourne;Australia;TRUE;Jordan;;Palestine
2015;17/01/2015;Australia;South Korea;0.0;1.0;FALSE;AFC Asian Cup;Brisbane;Australia;FALSE;South Korea;;Australia
2015;17/01/2015;Oman;Kuwait;1.0;0.0;FALSE;AFC Asian Cup;Newcastle;Australia;TRUE;Oman;;Kuwait
2015;18/01/2015;China PR;North Korea;2.0;1.0;FALSE;AFC Asian Cup;Canberra;Australia;TRUE;China PR;;North Korea
2015;18/01/2015;Uzbekistan;Saudi Arabia;3.0;1.0;FALSE;AFC Asian Cup;Melbourne;Australia;TRUE;Uzbekistan;;Saudi Arabia
2015;19/01/2015;Iran;United Arab Emirates;1.0;0.0;FALSE;AFC Asian Cup;Brisbane;Australia;TRUE;Iran;;United Arab Emirates
2015;19/01/2015;Qatar;Bahrain;1.0;2.0;FALSE;AFC Asian Cup;Sydney;Australia;TRUE;Bahrain;;Qatar
2015;20/01/2015;Iraq;Palestine;2.0;0.0;FALSE;AFC Asian Cup;Canberra;Australia;TRUE;Iraq;;Palestine
2015;20/01/2015;Japan;Jordan;2.0;0.0;FALSE;AFC Asian Cup;Melbourne;Australia;TRUE;Japan;;Jordan
2015;22/01/2015;Australia;China PR;2.0;0.0;FALSE;AFC Asian Cup;Brisbane;Australia;FALSE;Australia;;China PR
2015;22/01/2015;South Korea;Uzbekistan;2.0;0.0;FALSE;AFC Asian Cup;Melbourne;Australia;TRUE;South Korea;;Uzbekistan
2015;23/01/2015;Iran;Iraq;3.0;3.0;TRUE;AFC Asian Cup;Canberra;Australia;TRUE;Iraq;;Iran
2015;23/01/2015;Japan;United Arab Emirates;1.0;1.0;TRUE;AFC Asian Cup;Sydney;Australia;TRUE;United Arab Emirates;;Japan
2015;26/01/2015;South Korea;Iraq;2.0;0.0;FALSE;AFC Asian Cup;Sydney;Australia;TRUE;South Korea;;Iraq
2015;27/01/2015;Australia;United Arab Emirates;2.0;0.0;FALSE;AFC Asian Cup;Newcastle;Australia;FALSE;Australia;;United Arab Emirates
2015;30/01/2015;Iraq;United Arab Emirates;2.0;3.0;FALSE;AFC Asian Cup;Newcastle;Australia;TRUE;United Arab Emirates;;Iraq
2015;31/01/2015;Australia;South Korea;2.0;1.0;FALSE;AFC Asian Cup;Sydney;Australia;FALSE;Australia;;South Korea
2019;05/01/2019;United Arab Emirates;Bahrain;1.0;1.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;FALSE;Draw;;Draw
2019;06/01/2019;Thailand;India;1.0;4.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;India;;Thailand
2019;06/01/2019;Australia;Jordan;0.0;1.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;Jordan;;Australia
2019;06/01/2019;Syria;Palestine;0.0;0.0;FALSE;AFC Asian Cup;Sharjah;United Arab Emirates;TRUE;Draw;;Draw
2019;07/01/2019;China PR;Kyrgyzstan;2.0;1.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;China PR;;Kyrgyzstan
2019;07/01/2019;South Korea;Philippines;1.0;0.0;FALSE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;South Korea;;Philippines
2019;07/01/2019;Iran;Yemen;5.0;0.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Iran;;Yemen
2019;08/01/2019;Iraq;Vietnam;3.0;2.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Iraq;;Vietnam
2019;08/01/2019;Saudi Arabia;North Korea;4.0;0.0;FALSE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;Saudi Arabia;;North Korea
2019;09/01/2019;Qatar;Lebanon;2.0;0.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;Qatar;;Lebanon
2019;09/01/2019;Japan;Turkmenistan;3.0;2.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Japan;;Turkmenistan
2019;09/01/2019;Uzbekistan;Oman;2.0;1.0;FALSE;AFC Asian Cup;Sharjah;United Arab Emirates;TRUE;Uzbekistan;;Oman
2019;10/01/2019;Bahrain;Thailand;0.0;1.0;FALSE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;Thailand;;Bahrain
2019;10/01/2019;Jordan;Syria;2.0;0.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;Jordan;;Syria
2019;10/01/2019;United Arab Emirates;India;2.0;0.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;FALSE;United Arab Emirates;;India
2019;11/01/2019;Palestine;Australia;0.0;3.0;FALSE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;Australia;;Palestine
2019;11/01/2019;Philippines;China PR;0.0;3.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;China PR;;Philippines
2019;11/01/2019;Kyrgyzstan;South Korea;0.0;1.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;South Korea;;Kyrgyzstan
2019;12/01/2019;Vietnam;Iran;0.0;2.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Iran;;Vietnam
2019;12/01/2019;Yemen;Iraq;0.0;3.0;FALSE;AFC Asian Cup;Sharjah;United Arab Emirates;TRUE;Iraq;;Yemen
2019;12/01/2019;Lebanon;Saudi Arabia;0.0;2.0;FALSE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;Saudi Arabia;;Lebanon
2019;13/01/2019;North Korea;Qatar;0.0;6.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;Qatar;;North Korea
2019;13/01/2019;Oman;Japan;0.0;1.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Japan;;Oman
2019;13/01/2019;Turkmenistan;Uzbekistan;0.0;4.0;FALSE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;Uzbekistan;;Turkmenistan
2019;14/01/2019;India;Bahrain;0.0;1.0;FALSE;AFC Asian Cup;Sharjah;United Arab Emirates;TRUE;Bahrain;;India
2019;14/01/2019;United Arab Emirates;Thailand;1.0;1.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;FALSE;Draw;;Draw
2019;15/01/2019;Australia;Syria;3.0;2.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;Australia;;Syria
2019;15/01/2019;Palestine;Jordan;0.0;0.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Draw;;Draw
2019;16/01/2019;South Korea;China PR;2.0;0.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;South Korea;;China PR
2019;16/01/2019;Kyrgyzstan;Philippines;3.0;1.0;FALSE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;Kyrgyzstan;;Philippines
2019;16/01/2019;Iran;Iraq;0.0;0.0;FALSE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;Draw;;Draw
2019;16/01/2019;Vietnam;Yemen;2.0;0.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;Vietnam;;Yemen
2019;17/01/2019;Lebanon;North Korea;4.0;1.0;FALSE;AFC Asian Cup;Sharjah;United Arab Emirates;TRUE;Lebanon;;North Korea
2019;17/01/2019;Saudi Arabia;Qatar;0.0;2.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Qatar;;Saudi Arabia
2019;17/01/2019;Japan;Uzbekistan;2.0;1.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;Japan;;Uzbekistan
2019;17/01/2019;Oman;Turkmenistan;3.0;1.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Oman;;Turkmenistan
2019;20/01/2019;Iran;Oman;2.0;0.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Iran;;Oman
2019;20/01/2019;Jordan;Vietnam;1.0;1.0;TRUE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;Vietnam;;Jordan
2019;20/01/2019;Thailand;China PR;1.0;2.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;China PR;;Thailand
2019;21/01/2019;Australia;Uzbekistan;0.0;0.0;TRUE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;Australia;;Uzbekistan
2019;21/01/2019;Japan;Saudi Arabia;1.0;0.0;FALSE;AFC Asian Cup;Sharjah;United Arab Emirates;TRUE;Japan;;Saudi Arabia
2019;21/01/2019;United Arab Emirates;Kyrgyzstan;3.0;2.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;FALSE;United Arab Emirates;;Kyrgyzstan
2019;22/01/2019;South Korea;Bahrain;2.0;1.0;FALSE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;South Korea;;Bahrain
2019;22/01/2019;Qatar;Iraq;1.0;0.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Qatar;;Iraq
2019;24/01/2019;China PR;Iran;0.0;3.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Iran;;China PR
2019;24/01/2019;Vietnam;Japan;0.0;1.0;FALSE;AFC Asian Cup;Dubai;United Arab Emirates;TRUE;Japan;;Vietnam
2019;25/01/2019;South Korea;Qatar;0.0;1.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Qatar;;South Korea
2019;25/01/2019;United Arab Emirates;Australia;1.0;0.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;FALSE;United Arab Emirates;;Australia
2019;28/01/2019;Iran;Japan;0.0;3.0;FALSE;AFC Asian Cup;Al Ain;United Arab Emirates;TRUE;Japan;;Iran
2019;29/01/2019;United Arab Emirates;Qatar;0.0;4.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;FALSE;Qatar;;United Arab Emirates
2019;01/02/2019;Japan;Qatar;1.0;3.0;FALSE;AFC Asian Cup;Abu Dhabi;United Arab Emirates;TRUE;Qatar;;Japan
2024;12/01/2024;Qatar;Lebanon;3.0;0.0;FALSE;AFC Asian Cup;Lusail;Qatar;FALSE;Qatar;;Lebanon
2024;13/01/2024;China PR;Tajikistan;0.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Draw;;Draw
2024;13/01/2024;Australia;India;2.0;0.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Australia;;India
2024;13/01/2024;Uzbekistan;Syria;0.0;0.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Draw;;Draw
2024;14/01/2024;United Arab Emirates;Hong Kong;3.0;1.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;United Arab Emirates;;Hong Kong
2024;14/01/2024;Iran;Palestine;4.0;1.0;FALSE;AFC Asian Cup;Al Rayyan;Qatar;TRUE;Iran;;Palestine
2024;14/01/2024;Japan;Vietnam;4.0;2.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Japan;;Vietnam
2024;15/01/2024;Indonesia;Iraq;1.0;3.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;Iraq;;Indonesia
2024;15/01/2024;South Korea;Bahrain;3.0;1.0;FALSE;AFC Asian Cup;Doha;Qatar;TRUE;South Korea;;Bahrain
